kel_layanan,kel_icd,No DC,Nama DC,kode icd,deskripsi icd/Nama Penyakit,RS kompetensi
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.310,"Closed Fracture of distal tibia, nondisplaced intraarticular (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.311,"Open Fracture of distal tibia, nondisplaced intraarticular (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.320,"Closed Fracture of distal tibia, displaced intraarticular (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.321,"Open Fracture of distal tibia, displaced intraarticular (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.330,Closed Fracture of epiphysis of distal tibia (IM),Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.331,Open Fracture of epiphysis of distal tibia (IM),Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.370,"Closed Fracture of distal tibia, multiple fractures (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.371,"Open Fracture of distal tibia, multiple fractures (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.380,"Closed Fracture of distal tibia, others (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.381,"Open Fracture of distal tibia, others (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.390,"Closed Fracture of distal tibia, unspecified (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.391,"Open Fracture of distal tibia, unspecified (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.4,Fracture of fibula alone,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.40,"Fracture of fibula alone, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.41,"Fracture of fibula alone , open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.5,Fracture of medial malleolus,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.50,"Fracture of medial malleolus, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.51,"Fracture of medial malleolus , open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.6,Fracture of lateral malleolus,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.60,"Fracture of lateral malleolus, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.61,"Fracture of lateral malleolus, open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.7,Multiple fractures of lower leg,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.70,"Multiple fractures of lower leg, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.71,"Multiple fractures of lower leg, open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.8,Fractures of other parts of lower leg,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.80,"Fractures of other parts of lower leg, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.81,"Fractures of other parts of lower leg, open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.9,"Fracture of lower leg, part unspecified",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.90,"Fracture of lower leg, part unspecified, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S82.91,"Fracture of lower leg, part unspecified , open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S83.0,Dislocation of patella,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S83.1,Dislocation of knee,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.2,"Tear of meniscus, current",Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.3,"Tear of articular cartilage of knee, current",Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.4,Sprain and strain involving (fibular)(tibial) collateral lig knee,Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.5,Sprain and strain involving (anterior)(posterior) cruciate lig knee,Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.50,Avulsion of anterior cruciate ligament (ACL) (IM),Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.51,Avulsion of posterior cruciate ligament (PCL) (IM),Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.59,"Sprain and strain involving cruciate ligament of knee, unspecified (IM)",Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.6,Sprain and strain of other and unspecified parts of knee,Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18781,Joint Pathology,S83.7,Injury to multiple structures of knee,Madya
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S86.0,Injury of achilles tendon,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S86.1,Injury other muscle(s) tendon(s) of posterior muscle group at low leg level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S86.2,Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S86.3,Injury of muscle(s) and tendon(s) peroneal muscle group at lower leg level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S86.7,Injury of multiple muscles and tendons at lower leg level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S86.8,Injury of other muscles and tendons at lower leg level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S86.9,Injury of unspecified muscle and tendon at lower leg level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S87.0,Crushing injury of knee,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S87.8,Crushing injury of other and unspecified parts of lower leg,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S88.0,Traumatic amputation at knee level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S88.1,Traumatic amputation at level between knee and ankle,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S88.9,"Traumatic amputation of lower leg, level unspecified",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S89.7,Multiple injuries of lower leg,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S89.8,Other specified injuries of lower leg,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S89.9,Unspecified injury of lower leg,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.0,Fracture of calcaneus,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.00,"Fracture of calcaneus, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.01,"Fracture of calcaneus , open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.1,Fracture of talus,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.10,"Fracture of talus, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.11,"Fracture of talus, open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.2,Fracture of other tarsal bone(s),Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.20,"Fracture of other tarsal bone(s) , closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.21,"Fracture of other tarsal bone(s) , open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.3,Fracture of metatarsal bone,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.30,"Fracture of metatarsal bone, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.300,"Closed Metatarsal fracture, one metatarsal (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.301,"Open Metatarsal fracture, one metatarsal (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.31,"Fracture of metatarsal bone , open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.310,"Closed Metatarsal fracture, two metatarsals (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.311,"Open Metatarsal fracture, two metatarsals (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.320,"Closed Metatarsal fracture, three or more metatarsals (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.321,"Open Metatarsal fracture, three or more metatarsals (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.390,"Closed Metatarsal fracture, unspecified number of metatarsals (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.391,"Open Metatarsal fracture, unspecified number of metatarsals (IM)",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.4,Fracture of great toe,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.40,"Fracture of great toe, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.41,"Fracture of great toe, open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.5,Fracture of other toe,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.50,"Fracture of other toe, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.51,"Fracture of other toe, open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.7,Multiple fractures of foot,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.70,"Multiple fractures of foot, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.71,"Multiple fractures of foot , open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.9,"Fracture of foot, unspecified",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.90,"Fracture of foot, unspecified, closed",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S92.91,"Fracture of foot, unspecified , open",Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S93.0,Dislocation of ankle joint,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S93.1,Dislocation of toe(s),Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S93.2,Rupture of ligaments at ankle and foot level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S93.3,Dislocation of other and unspecified parts of foot,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S93.4,Sprain and strain of ankle,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S93.5,Sprain and strain of toe(s),Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S93.6,Sprain and strain of other and unspecified parts of foot,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S96.0,Injury muscle and tendon of long flexor muscle toe at ankle and foot level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S96.1,Injury muscle & tendon long extensor muscle toe at ankle and foot level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S96.2,Injury of intrinsic muscle and tendon at ankle and foot level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S96.7,Injury of multi muscles and tendons at ankle and foot level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S96.8,Injury of other muscles and tendons at ankle and foot level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S96.9,Injury of unspec muscle and tendon at ankle and foot level,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18751,"Fracture, Sprain, Strain & Dislocation of Upper Arm & Lower Leg",S97.0,Crushing injury of ankle,Dasar
Kelompok Layanan Muskuloskeletal dan jaringan lunak,ICD 10,18741,"Fracture, Sprain, Strain & Dislocation of Forearm, Hand & Foot",S97.1,Crushing injury of toe(s),Dasar
